dstport,protocol,tag
9,rdp,sv_P639
77,pup,sv_P934
37,st,sv_P497
22,ggp,sv_P750
63,trunk-1,sv_P288
143,udp,sv_P820
33,st,sv_P852
10,xns-idp,sv_P654
125,udp,sv_P473
117,prm,sv_P132
81,emcon,sv_P57
94,bbn-rcc-mon,sv_P924
42,pup,sv_P871
136,trunk-1,sv_P962
28,tcp,sv_P730
30,irtp,sv_P950
33,st,sv_P673
140,hmp,sv_P401
55,trunk-1,sv_P657
62,argus,sv_P429
30,argus,sv_P846
121,udp,sv_P798
141,netblt,sv_P959
54,dcn-meas,sv_P70
143,rdp,sv_P851
72,hmp,sv_P644
97,igp,sv_P541
64,ggp,sv_P935
144,st,sv_P810
143,irtp,sv_P901
114,trunk-2,sv_P572
64,ipv4,sv_P622
6,irtp,sv_P64
60,st,sv_P97
40,igmp,sv_P228
125,st,sv_P171
88,irtp,sv_P587
123,pup,sv_P887
70,udp,sv_P742
128,mfe-nsp,sv_P579
137,pup,sv_P389
5,prm,sv_P684
137,ipv4,sv_P731
122,egp,sv_P555
60,xnet,sv_P429
125,tcp,sv_P324
16,trunk-1,sv_P394
32,leaf-2,sv_P647
70,egp,sv_P910
134,tcp,sv_P174
63,leaf-2,sv_P275
130,cbt,sv_P737
108,udp,sv_P800
34,igp,sv_P25
83,leaf-2,sv_P713
27,nvp-II,sv_P216
97,hmp,sv_P719
94,argus,sv_P997
19,leaf-2,sv_P833
130,igp,sv_P368
44,trunk-1,sv_P644
134,chaos,sv_P318
5,tcp,sv_P941
106,igp,sv_P220
113,tcp,sv_P893
145,ggp,sv_P93
48,ipv4,sv_P844
99,ipv4,sv_P930
85,mfe-nsp,sv_P66
121,iso-tp4,sv_P640
95,leaf-2,sv_P663
48,igp,sv_P680
2,udp,sv_P116
11,tcp,sv_P702
63,dcn-meas,sv_P777
112,irtp,sv_P585
41,netblt,sv_P930
133,xnet,sv_P32
123,xns-idp,sv_P210
125,igmp,sv_P868
28,argus,sv_P258
86,trunk-2,sv_P15
7,tcp,sv_P471
120,netblt,sv_P160
26,udp,sv_P486
85,cbt,sv_P590
48,igp,sv_P461
47,netblt,sv_P822
80,leaf-2,sv_P342
23,argus,sv_P316
85,igp,sv_P470
87,bbn-rcc-mon,sv_P940
8,prm,sv_P328
4,tcp,sv_P316
62,argus,sv_P673
42,mux,sv_P630
129,dcn-meas,sv_P668
38,hmp,sv_P254
100,icmp,sv_P311
41,xns-idp,sv_P43
38,argus,sv_P758
36,irtp,sv_P643
101,argus,sv_P577
10,igp,sv_P543
129,mfe-nsp,sv_P439
88,rdp,sv_P779
101,icmp,sv_P672
1,tcp,sv_P27
67,iso-tp4,sv_P426
34,udp,sv_P124
47,prm,sv_P956
145,iso-tp4,sv_P127
43,cbt,sv_P510
34,trunk-1,sv_P166
87,tcp,sv_P78
20,trunk-1,sv_P40
41,cbt,sv_P724
54,dcn-meas,sv_P343
35,igp,sv_P98
95,iso-tp4,sv_P738
34,iso-tp4,sv_P823
137,igmp,sv_P319
87,trunk-2,sv_P294
25,emcon,sv_P396
20,mfe-nsp,sv_P721
67,dcn-meas,sv_P183
92,argus,sv_P214
124,cbt,sv_P617
23,mfe-nsp,sv_P971
131,emcon,sv_P161
98,ipv4,sv_P610
32,xnet,sv_P929
135,hmp,sv_P967
130,trunk-2,sv_P676
75,rdp,sv_P815
115,udp,sv_P254
16,trunk-2,sv_P671
25,igmp,sv_P987
18,leaf-2,sv_P126
44,netblt,sv_P598
60,st,sv_P327
4,cbt,sv_P459
136,mfe-nsp,sv_P752
33,prm,sv_P934
110,argus,sv_P920
75,st,sv_P293
17,udp,sv_P876
138,udp,sv_P402
139,hmp,sv_P990
75,emcon,sv_P643
101,xnet,sv_P355
14,ipv4,sv_P950
140,rdp,sv_P869
56,netblt,sv_P650
63,xnet,sv_P319
131,xnet,sv_P13
116,xns-idp,sv_P825
36,udp,sv_P388
71,udp,sv_P760
91,leaf-2,sv_P190
108,leaf-1,sv_P71
4,trunk-1,sv_P6
99,egp,sv_P27
26,nvp-II,sv_P105
32,xnet,sv_P432
61,prm,sv_P478
40,ggp,sv_P512
141,bbn-rcc-mon,sv_P60
143,mux,sv_P330
26,irtp,sv_P972
87,prm,sv_P60
28,udp,sv_P643
12,prm,sv_P314
12,leaf-2,sv_P124
125,leaf-2,sv_P229
132,netblt,sv_P863
122,hmp,sv_P572
43,prm,sv_P676
99,ipv4,sv_P503
144,st,sv_P251
31,icmp,sv_P869
55,iso-tp4,sv_P917
103,bbn-rcc-mon,sv_P993
30,iso-tp4,sv_P193
125,udp,sv_P770
11,hmp,sv_P202
36,nvp-II,sv_P366
118,nvp-II,sv_P726
8,udp,sv_P94
82,bbn-rcc-mon,sv_P918
147,igmp,sv_P909
18,rdp,sv_P913
56,tcp,sv_P604
105,trunk-1,sv_P953
23,chaos,sv_P796
107,leaf-1,sv_P620
53,pup,sv_P903
14,netblt,sv_P524
127,prm,sv_P397
60,udp,sv_P759
66,cbt,sv_P452
28,prm,sv_P182
16,pup,sv_P948
114,bbn-rcc-mon,sv_P209
34,argus,sv_P199
109,tcp,sv_P931
88,hmp,sv_P451
37,udp,sv_P779
33,hmp,sv_P824
121,mfe-nsp,sv_P44
102,leaf-1,sv_P786
93,cbt,sv_P702
42,mfe-nsp,sv_P430
58,ggp,sv_P41
48,chaos,sv_P71
67,chaos,sv_P50
116,hmp,sv_P635
120,igp,sv_P909
48,emcon,sv_P83
29,pup,sv_P955
14,emcon,sv_P304
107,netblt,sv_P496
102,egp,sv_P806
52,irtp,sv_P284
144,cbt,sv_P669
72,emcon,sv_P335
34,ggp,sv_P337
142,ggp,sv_P953
114,tcp,sv_P410
28,rdp,sv_P125
86,xnet,sv_P823
64,bbn-rcc-mon,sv_P796
94,udp,sv_P654
33,nvp-II,sv_P292
113,xnet,sv_P53
107,mfe-nsp,sv_P83
147,trunk-1,sv_P643
78,rdp,sv_P356
69,igp,sv_P203
131,iso-tp4,sv_P418
14,nvp-II,sv_P580
87,leaf-2,sv_P170
29,tcp,sv_P209
28,igp,sv_P523
49,xnet,sv_P565
102,ipv4,sv_P955
15,leaf-1,sv_P169
37,xnet,sv_P395
89,emcon,sv_P389
94,netblt,sv_P776
41,trunk-1,sv_P181
68,rdp,sv_P40
30,igmp,sv_P875
139,trunk-1,sv_P759
116,trunk-1,sv_P635
73,cbt,sv_P37
38,mfe-nsp,sv_P416
117,udp,sv_P78
51,netblt,sv_P69
61,dcn-meas,sv_P800
117,tcp,sv_P263
20,emcon,sv_P929
83,netblt,sv_P58
65,mux,sv_P228
60,bbn-rcc-mon,sv_P122
109,trunk-2,sv_P822
134,udp,sv_P960
122,pup,sv_P131
95,leaf-2,sv_P903
101,hmp,sv_P633
86,rdp,sv_P686
113,nvp-II,sv_P657
25,tcp,sv_P449
132,cbt,sv_P904
110,igp,sv_P801
125,tcp,sv_P692
44,udp,sv_P595
146,trunk-2,sv_P954
45,egp,sv_P894
36,xns-idp,sv_P358
99,udp,sv_P826
12,mux,sv_P652
46,chaos,sv_P201
95,tcp,sv_P700
6,leaf-1,sv_P487
69,netblt,sv_P423
74,ggp,sv_P965
119,tcp,sv_P612
134,igmp,sv_P196
22,trunk-1,sv_P177
26,tcp,sv_P782
94,tcp,sv_P269
55,tcp,sv_P838
6,udp,sv_P487
37,leaf-1,sv_P689
95,cbt,sv_P996
96,iso-tp4,sv_P133
90,hmp,sv_P191
25,xns-idp,sv_P601
131,tcp,sv_P484
112,netblt,sv_P799
39,trunk-2,sv_P676
107,tcp,sv_P538
110,xnet,sv_P698
136,leaf-2,sv_P193
28,rdp,sv_P975
122,chaos,sv_P736
14,tcp,sv_P310
37,igp,sv_P634
4,emcon,sv_P356
142,leaf-2,sv_P611
92,dcn-meas,sv_P567
91,tcp,sv_P466
48,prm,sv_P703
17,igmp,sv_P833
76,hmp,sv_P132
101,xns-idp,sv_P671
114,st,sv_P632
105,rdp,sv_P359
66,rdp,sv_P916
101,ggp,sv_P981
38,trunk-1,sv_P393
48,st,sv_P332
50,cbt,sv_P545
18,rdp,sv_P707
60,nvp-II,sv_P30
9,mux,sv_P191
9,egp,sv_P543
12,cbt,sv_P659
71,leaf-1,sv_P451
100,emcon,sv_P282
51,icmp,sv_P609
7,igmp,sv_P486
102,argus,sv_P617
102,chaos,sv_P327
110,mux,sv_P708
53,udp,sv_P535
90,hmp,sv_P188
80,dcn-meas,sv_P436
125,tcp,sv_P952
135,mfe-nsp,sv_P215
86,prm,sv_P198
25,xnet,sv_P133
25,egp,sv_P737
108,ipv4,sv_P548
72,iso-tp4,sv_P873
24,egp,sv_P674
29,mux,sv_P839
41,irtp,sv_P962
114,netblt,sv_P264
11,ipv4,sv_P89
113,cbt,sv_P998
65,trunk-1,sv_P410
125,tcp,sv_P154
66,tcp,sv_P123
41,ipv4,sv_P232
23,leaf-2,sv_P86
0,trunk-2,sv_P160
14,icmp,sv_P106
0,iso-tp4,sv_P563
18,st,sv_P91
57,igmp,sv_P994
26,nvp-II,sv_P982
19,cbt,sv_P915
135,tcp,sv_P583
14,igmp,sv_P563
32,dcn-meas,sv_P643
117,ggp,sv_P986
9,nvp-II,sv_P616
120,udp,sv_P62
3,igmp,sv_P468
36,mfe-nsp,sv_P375
89,mux,sv_P798
38,leaf-2,sv_P814
111,tcp,sv_P998
147,ggp,sv_P494
111,leaf-2,sv_P91
145,netblt,sv_P16
60,tcp,sv_P815
81,argus,sv_P203
134,nvp-II,sv_P922
43,cbt,sv_P606
19,bbn-rcc-mon,sv_P666
36,trunk-1,sv_P14
24,ipv4,sv_P938
61,mux,sv_P200
88,trunk-2,sv_P917
32,igp,sv_P544
1,xns-idp,sv_P151
80,tcp,sv_P284
98,rdp,sv_P686
79,prm,sv_P935
40,ggp,sv_P102
0,cbt,sv_P111
90,argus,sv_P523
108,pup,sv_P758
41,dcn-meas,sv_P646
117,cbt,sv_P876
12,hmp,sv_P358
46,icmp,sv_P573
57,xns-idp,sv_P309
145,st,sv_P192
116,igmp,sv_P630
105,icmp,sv_P774
19,igp,sv_P283
92,xns-idp,sv_P625
35,ipv4,sv_P700
71,udp,sv_P693
14,argus,sv_P228
12,tcp,sv_P982
127,leaf-1,sv_P823
67,ipv4,sv_P526
101,mfe-nsp,sv_P36
37,rdp,sv_P49
108,ggp,sv_P637
19,xnet,sv_P406
19,mfe-nsp,sv_P606
115,trunk-1,sv_P90
92,dcn-meas,sv_P956
90,udp,sv_P95
35,irtp,sv_P64
56,netblt,sv_P626
125,bbn-rcc-mon,sv_P702
85,st,sv_P111
85,trunk-1,sv_P582
4,xns-idp,sv_P268
27,st,sv_P797
21,tcp,sv_P332
12,argus,sv_P136
83,xns-idp,sv_P992
129,dcn-meas,sv_P169
80,trunk-1,sv_P798
44,leaf-2,sv_P607
65,prm,sv_P49
89,mux,sv_P144
106,pup,sv_P238
147,udp,sv_P566
7,emcon,sv_P171
1,dcn-meas,sv_P571
124,mfe-nsp,sv_P53
86,hmp,sv_P795
85,iso-tp4,sv_P56
60,iso-tp4,sv_P113
25,mux,sv_P20
98,igmp,sv_P143
120,ggp,sv_P57
77,rdp,sv_P430
124,rdp,sv_P665
77,netblt,sv_P8
8,ggp,sv_P18
13,udp,sv_P25
146,trunk-1,sv_P926
80,icmp,sv_P777
60,icmp,sv_P657
129,trunk-1,sv_P280
116,xns-idp,sv_P906
65,nvp-II,sv_P948
141,trunk-2,sv_P863
81,dcn-meas,sv_P809
41,xnet,sv_P778
26,tcp,sv_P6
80,udp,sv_P668
134,netblt,sv_P334
26,trunk-1,sv_P106
2,irtp,sv_P771
72,pup,sv_P729
86,udp,sv_P878
104,ggp,sv_P440
121,mfe-nsp,sv_P697
20,leaf-2,sv_P43
41,igmp,sv_P346
123,udp,sv_P192
147,argus,sv_P419
38,tcp,sv_P886
56,udp,sv_P970
118,prm,sv_P461
31,egp,sv_P633
98,icmp,sv_P671
72,chaos,sv_P341
14,emcon,sv_P777
21,tcp,sv_P908
113,irtp,sv_P481
80,tcp,sv_P666
145,dcn-meas,sv_P776
16,netblt,sv_P319
1,tcp,sv_P408
53,leaf-1,sv_P443
56,bbn-rcc-mon,sv_P251
131,egp,sv_P457
91,rdp,sv_P311
35,prm,sv_P564
58,chaos,sv_P440
4,egp,sv_P354
77,trunk-1,sv_P902
70,bbn-rcc-mon,sv_P400
109,argus,sv_P31
83,hmp,sv_P269
91,netblt,sv_P900
83,icmp,sv_P986
134,dcn-meas,sv_P586
81,udp,sv_P883
38,tcp,sv_P116
144,udp,sv_P828
8,nvp-II,sv_P191
37,udp,sv_P845
140,udp,sv_P77
15,igmp,sv_P636
106,hmp,sv_P942
42,udp,sv_P348
110,tcp,sv_P218
99,argus,sv_P780
32,trunk-2,sv_P320
76,igp,sv_P265
8,ipv4,sv_P703
75,leaf-2,sv_P698
90,icmp,sv_P429
58,nvp-II,sv_P435
43,xns-idp,sv_P546
37,prm,sv_P59
66,ipv4,sv_P64
14,igp,sv_P979
118,netblt,sv_P518
139,trunk-2,sv_P147
73,bbn-rcc-mon,sv_P814
30,netblt,sv_P664
25,prm,sv_P395
104,ipv4,sv_P179
16,udp,sv_P80
133,dcn-meas,sv_P746
7,leaf-2,sv_P775
68,tcp,sv_P644
48,tcp,sv_P82
43,icmp,sv_P511
103,rdp,sv_P227
60,tcp,sv_P426
89,ipv4,sv_P851
147,emcon,sv_P53
106,irtp,sv_P983
147,bbn-rcc-mon,sv_P907
44,dcn-meas,sv_P760
101,emcon,sv_P44
47,netblt,sv_P20
31,egp,sv_P319
65,xns-idp,sv_P852
22,mfe-nsp,sv_P938
24,netblt,sv_P302
17,udp,sv_P598
147,igp,sv_P894
133,netblt,sv_P857
80,chaos,sv_P160
17,udp,sv_P217
14,tcp,sv_P965
98,udp,sv_P361
90,irtp,sv_P600
53,ggp,sv_P837
2,st,sv_P452
76,leaf-2,sv_P820
121,tcp,sv_P935
6,emcon,sv_P263
60,cbt,sv_P950
83,ggp,sv_P957
23,icmp,sv_P951
75,ipv4,sv_P734
64,irtp,sv_P671
99,trunk-2,sv_P887
26,mfe-nsp,sv_P722
7,xnet,sv_P956
143,xns-idp,sv_P511
24,mux,sv_P577
76,hmp,sv_P294
92,nvp-II,sv_P201
3,pup,sv_P916
25,leaf-1,sv_P683
114,hmp,sv_P46
56,tcp,sv_P759
50,egp,sv_P784
81,ggp,sv_P187
28,xns-idp,sv_P575
49,trunk-2,sv_P180
111,hmp,sv_P52
26,pup,sv_P967
30,pup,sv_P719
54,prm,sv_P503
44,leaf-2,sv_P871
113,hmp,sv_P555
68,egp,sv_P758
4,argus,sv_P84
97,st,sv_P50
19,irtp,sv_P289
46,nvp-II,sv_P886
103,igmp,sv_P755
94,dcn-meas,sv_P249
13,ipv4,sv_P476
44,leaf-1,sv_P481
111,iso-tp4,sv_P896
112,netblt,sv_P884
109,rdp,sv_P584
49,ggp,sv_P8
15,iso-tp4,sv_P214
101,leaf-2,sv_P727
64,bbn-rcc-mon,sv_P113
37,bbn-rcc-mon,sv_P784
95,xnet,sv_P843
92,hmp,sv_P997
8,mux,sv_P42
82,dcn-meas,sv_P272
58,xns-idp,sv_P299
47,ipv4,sv_P519
34,rdp,sv_P269
85,rdp,sv_P193
114,icmp,sv_P6
46,xnet,sv_P957
13,xnet,sv_P118
94,xns-idp,sv_P1
111,st,sv_P294
24,xnet,sv_P536
18,trunk-1,sv_P711
125,ipv4,sv_P290
135,xnet,sv_P327
5,netblt,sv_P270
46,trunk-1,sv_P228
123,dcn-meas,sv_P928
89,rdp,sv_P253
120,pup,sv_P576
73,dcn-meas,sv_P89
134,udp,sv_P25
86,udp,sv_P987
146,rdp,sv_P794
147,mux,sv_P675
117,cbt,sv_P601
128,netblt,sv_P164
40,prm,sv_P215
45,mux,sv_P795
59,tcp,sv_P668
133,egp,sv_P590
139,udp,sv_P902
137,udp,sv_P871
57,argus,sv_P975
128,argus,sv_P870
5,dcn-meas,sv_P346
73,rdp,sv_P153
55,prm,sv_P722
21,ipv4,sv_P150
116,udp,sv_P175
98,mux,sv_P558
45,prm,sv_P923
109,nvp-II,sv_P834
18,udp,sv_P587
59,igp,sv_P824
44,irtp,sv_P521
12,udp,sv_P550
17,mux,sv_P946
111,igp,sv_P653
143,trunk-1,sv_P871
101,tcp,sv_P455
140,xns-idp,sv_P937
122,mfe-nsp,sv_P501
9,leaf-1,sv_P477
99,udp,sv_P688
54,leaf-1,sv_P575
4,leaf-2,sv_P263
48,igmp,sv_P889
85,xnet,sv_P409
140,mfe-nsp,sv_P158
139,trunk-1,sv_P612
17,mfe-nsp,sv_P276
85,ipv4,sv_P127
25,mfe-nsp,sv_P660
49,igp,sv_P571
120,udp,sv_P857
17,hmp,sv_P758
116,igmp,sv_P435
36,xnet,sv_P569
27,rdp,sv_P708
84,xnet,sv_P667
137,rdp,sv_P72
38,irtp,sv_P932
80,iso-tp4,sv_P212
64,st,sv_P487
36,mux,sv_P574
73,st,sv_P253
7,argus,sv_P929
6,st,sv_P487
141,rdp,sv_P540
15,icmp,sv_P42
88,leaf-1,sv_P900
96,mfe-nsp,sv_P896
75,nvp-II,sv_P801
79,ipv4,sv_P831
89,tcp,sv_P888
34,egp,sv_P889
136,igp,sv_P197
64,trunk-2,sv_P463
50,prm,sv_P59
121,trunk-1,sv_P521
121,nvp-II,sv_P313
131,hmp,sv_P460
139,mfe-nsp,sv_P474
144,ggp,sv_P610
3,hmp,sv_P785
51,hmp,sv_P644
109,rdp,sv_P900
93,igp,sv_P729
25,igp,sv_P452
102,netblt,sv_P748
56,prm,sv_P959
14,hmp,sv_P869
29,dcn-meas,sv_P835
42,tcp,sv_P934
48,trunk-2,sv_P30
11,tcp,sv_P553
124,irtp,sv_P331
146,egp,sv_P998
88,trunk-1,sv_P769
76,ipv4,sv_P548
115,prm,sv_P420
27,iso-tp4,sv_P415
86,st,sv_P465
127,udp,sv_P920
107,netblt,sv_P372
110,netblt,sv_P25
129,igmp,sv_P34
75,mfe-nsp,sv_P592
61,udp,sv_P721
45,xnet,sv_P550
132,tcp,sv_P347
134,trunk-2,sv_P340
84,iso-tp4,sv_P803
139,xnet,sv_P457
58,pup,sv_P777
38,udp,sv_P28
5,netblt,sv_P584
43,cbt,sv_P188
70,trunk-1,sv_P628
63,egp,sv_P723
10,hmp,sv_P944
22,bbn-rcc-mon,sv_P504
4,ipv4,sv_P382
3,ipv4,sv_P902
130,mux,sv_P919
67,xnet,sv_P491
104,mux,sv_P932
2,argus,sv_P610
22,ggp,sv_P584
63,xnet,sv_P991
77,ipv4,sv_P943
88,igmp,sv_P446
90,st,sv_P242
13,cbt,sv_P972
6,prm,sv_P881
35,emcon,sv_P208
134,iso-tp4,sv_P984
94,pup,sv_P21
144,prm,sv_P523
145,st,sv_P29
30,nvp-II,sv_P278
69,dcn-meas,sv_P62
92,tcp,sv_P30
71,icmp,sv_P531
93,udp,sv_P510
138,cbt,sv_P735
32,pup,sv_P848
121,netblt,sv_P509
92,igp,sv_P852
42,trunk-1,sv_P345
122,cbt,sv_P916
124,udp,sv_P518
110,udp,sv_P639
72,leaf-2,sv_P909
5,hmp,sv_P305
45,tcp,sv_P474
77,mfe-nsp,sv_P781
119,egp,sv_P74
87,mfe-nsp,sv_P581
44,hmp,sv_P42
135,udp,sv_P46
113,egp,sv_P701
72,nvp-II,sv_P117
49,prm,sv_P408
136,egp,sv_P608
83,hmp,sv_P962
65,ggp,sv_P61
110,pup,sv_P15
28,tcp,sv_P180
125,netblt,sv_P759
14,ggp,sv_P51
121,nvp-II,sv_P85
63,emcon,sv_P555
50,prm,sv_P386
61,leaf-1,sv_P53
97,egp,sv_P473
0,chaos,sv_P509
56,mfe-nsp,sv_P995
122,trunk-2,sv_P397
54,iso-tp4,sv_P914
125,pup,sv_P811
18,ggp,sv_P369
49,argus,sv_P706
100,ggp,sv_P375
121,mux,sv_P216
127,iso-tp4,sv_P325
127,tcp,sv_P148
107,dcn-meas,sv_P689
142,igp,sv_P935
129,irtp,sv_P956
23,tcp,sv_P547
3,udp,sv_P79
9,egp,sv_P677
62,dcn-meas,sv_P108
95,udp,sv_P1000
30,prm,sv_P466
117,irtp,sv_P261
142,xnet,sv_P203
64,rdp,sv_P454
133,tcp,sv_P257
141,prm,sv_P220
34,pup,sv_P784
72,cbt,sv_P791
72,icmp,sv_P175
33,udp,sv_P882
38,udp,sv_P938
145,udp,sv_P139
34,mux,sv_P328
14,iso-tp4,sv_P95
86,leaf-2,sv_P658
33,irtp,sv_P568
130,leaf-1,sv_P27
115,xns-idp,sv_P316
26,igp,sv_P112
13,mfe-nsp,sv_P662
128,netblt,sv_P948
88,egp,sv_P260
0,dcn-meas,sv_P38
125,hmp,sv_P788
47,chaos,sv_P569
146,igp,sv_P157
88,iso-tp4,sv_P615
120,bbn-rcc-mon,sv_P684
102,pup,sv_P314
96,chaos,sv_P871
139,prm,sv_P929
59,trunk-2,sv_P376
4,ggp,sv_P852
143,bbn-rcc-mon,sv_P614
42,pup,sv_P421
18,xns-idp,sv_P404
121,st,sv_P951
29,iso-tp4,sv_P614
84,xnet,sv_P326
6,ggp,sv_P285
82,igp,sv_P478
103,bbn-rcc-mon,sv_P693
25,iso-tp4,sv_P989
119,mfe-nsp,sv_P600
45,xns-idp,sv_P655
104,icmp,sv_P63
25,xnet,sv_P614
100,nvp-II,sv_P643
142,ipv4,sv_P6
131,dcn-meas,sv_P412
56,iso-tp4,sv_P70
26,icmp,sv_P684
8,chaos,sv_P213
6,netblt,sv_P597
1,udp,sv_P970
135,netblt,sv_P97
26,irtp,sv_P793
23,netblt,sv_P176
11,xnet,sv_P380
58,mux,sv_P606
22,bbn-rcc-mon,sv_P324
100,udp,sv_P54
10,tcp,sv_P528
40,mux,sv_P907
126,mux,sv_P552
57,xns-idp,sv_P265
56,st,sv_P551
42,chaos,sv_P356
9,argus,sv_P481
113,xnet,sv_P748
140,tcp,sv_P599
69,st,sv_P434
82,igp,sv_P97
120,igmp,sv_P939
1,trunk-2,sv_P916
102,mux,sv_P256
127,udp,sv_P282
96,trunk-2,sv_P831
83,mux,sv_P965
68,iso-tp4,sv_P456
51,prm,sv_P843
109,icmp,sv_P333
35,netblt,sv_P318
12,prm,sv_P633
95,egp,sv_P750
12,tcp,sv_P939
100,cbt,sv_P860
81,egp,sv_P302
110,leaf-2,sv_P206
83,leaf-1,sv_P814
144,udp,sv_P637
113,iso-tp4,sv_P900
138,tcp,sv_P948
5,argus,sv_P219
118,nvp-II,sv_P429
147,mux,sv_P472
141,prm,sv_P828
127,egp,sv_P206
142,st,sv_P147
14,trunk-1,sv_P204
133,emcon,sv_P191
29,rdp,sv_P456
84,hmp,sv_P817
114,xns-idp,sv_P415
12,xnet,sv_P603
21,xns-idp,sv_P768
118,netblt,sv_P908
22,cbt,sv_P698
30,netblt,sv_P27
59,ipv4,sv_P536
100,tcp,sv_P550
73,trunk-1,sv_P764
94,mux,sv_P659
21,dcn-meas,sv_P215
41,st,sv_P265
135,bbn-rcc-mon,sv_P810
45,chaos,sv_P400
70,tcp,sv_P90
116,st,sv_P873
24,ipv4,sv_P798
86,cbt,sv_P901
7,netblt,sv_P824
24,icmp,sv_P792
135,igp,sv_P230
76,trunk-2,sv_P700
123,chaos,sv_P868
4,xns-idp,sv_P770
147,mux,sv_P78
63,egp,sv_P965
128,trunk-1,sv_P54
58,mfe-nsp,sv_P824
80,ipv4,sv_P619
18,st,sv_P28
22,xns-idp,sv_P883
134,irtp,sv_P27
6,udp,sv_P615
87,chaos,sv_P235
84,trunk-1,sv_P453
49,emcon,sv_P182
115,nvp-II,sv_P315
45,udp,sv_P467
144,mux,sv_P321
98,st,sv_P748
51,xnet,sv_P240
59,netblt,sv_P289
22,cbt,sv_P970
129,irtp,sv_P980
45,mfe-nsp,sv_P496
130,irtp,sv_P580
107,trunk-2,sv_P765
34,leaf-1,sv_P692
47,trunk-1,sv_P67
44,igp,sv_P635
131,xns-idp,sv_P899
27,rdp,sv_P66
27,st,sv_P339
112,ggp,sv_P772
83,ipv4,sv_P31
67,netblt,sv_P373
28,tcp,sv_P302
68,icmp,sv_P646
58,ipv4,sv_P138
63,xns-idp,sv_P764
135,emcon,sv_P214
30,xns-idp,sv_P5
31,pup,sv_P895
87,udp,sv_P486
77,tcp,sv_P413
65,rdp,sv_P737
105,dcn-meas,sv_P939
17,icmp,sv_P231
11,tcp,sv_P501
44,dcn-meas,sv_P503
11,iso-tp4,sv_P430
47,rdp,sv_P56
25,nvp-II,sv_P458
37,ipv4,sv_P720
129,st,sv_P862
20,igp,sv_P367
31,xns-idp,sv_P122
116,argus,sv_P650
51,mux,sv_P500
102,tcp,sv_P911
44,trunk-1,sv_P806
124,xnet,sv_P540
61,iso-tp4,sv_P417
74,st,sv_P699
24,nvp-II,sv_P231
91,hmp,sv_P198
28,udp,sv_P978
58,prm,sv_P270
110,ipv4,sv_P519
84,igmp,sv_P212
98,ipv4,sv_P304
83,leaf-2,sv_P48
59,irtp,sv_P506
71,ggp,sv_P508
17,tcp,sv_P960
58,xns-idp,sv_P479
128,pup,sv_P426
137,ggp,sv_P561
129,nvp-II,sv_P323
82,udp,sv_P193
3,leaf-1,sv_P460
16,ggp,sv_P480
21,emcon,sv_P839
8,ipv4,sv_P215
77,tcp,sv_P31
8,emcon,sv_P72
140,igmp,sv_P312
40,dcn-meas,sv_P518
114,mux,sv_P645
112,argus,sv_P160
11,trunk-2,sv_P614
87,tcp,sv_P825
80,rdp,sv_P935
9,st,sv_P204
135,ipv4,sv_P838
13,ipv4,sv_P46
0,ipv4,sv_P302
32,ggp,sv_P119
105,xns-idp,sv_P682
1,argus,sv_P710
89,tcp,sv_P210
96,trunk-1,sv_P488
134,tcp,sv_P302
54,st,sv_P544
20,tcp,sv_P861
83,emcon,sv_P162
120,udp,sv_P320
133,icmp,sv_P384
140,xnet,sv_P897
111,hmp,sv_P825
8,trunk-1,sv_P405
129,leaf-1,sv_P783
70,argus,sv_P612
26,netblt,sv_P486
138,tcp,sv_P896
68,emcon,sv_P960
82,udp,sv_P605
112,rdp,sv_P790
118,chaos,sv_P329
114,pup,sv_P726
22,pup,sv_P357
25,icmp,sv_P90
118,st,sv_P952
47,udp,sv_P595
35,prm,sv_P207
139,chaos,sv_P963
73,tcp,sv_P517
89,xnet,sv_P629
80,chaos,sv_P697
42,trunk-1,sv_P567
129,bbn-rcc-mon,sv_P233
76,leaf-2,sv_P547
42,egp,sv_P92
41,dcn-meas,sv_P44
85,udp,sv_P37
107,argus,sv_P442
96,dcn-meas,sv_P236
114,prm,sv_P320
49,ipv4,sv_P652
16,xns-idp,sv_P336
33,ipv4,sv_P908
130,tcp,sv_P773
15,emcon,sv_P914
58,igmp,sv_P47
14,xns-idp,sv_P460
65,rdp,sv_P38
24,argus,sv_P157
33,udp,sv_P451
42,tcp,sv_P436
81,bbn-rcc-mon,sv_P237
4,st,sv_P692
136,irtp,sv_P293
34,egp,sv_P63
116,netblt,sv_P8
69,igp,sv_P271
122,icmp,sv_P394
9,igp,sv_P970
29,nvp-II,sv_P946
141,pup,sv_P856
99,trunk-2,sv_P96
95,egp,sv_P450
3,hmp,sv_P795
60,ipv4,sv_P903
55,leaf-1,sv_P23
45,hmp,sv_P409
90,udp,sv_P583
133,egp,sv_P742
24,egp,sv_P505
11,mfe-nsp,sv_P391
13,icmp,sv_P852
112,ipv4,sv_P125
23,irtp,sv_P158
98,udp,sv_P515
22,ggp,sv_P19
50,st,sv_P892
78,emcon,sv_P729
12,igp,sv_P934
19,udp,sv_P239
12,bbn-rcc-mon,sv_P959
107,pup,sv_P81
33,ggp,sv_P484
115,hmp,sv_P993
53,udp,sv_P377
53,igp,sv_P341
100,nvp-II,sv_P918
32,tcp,sv_P28
21,mux,sv_P841
